batch_size,eps,model,norm,steps,trials,acc,robust-acc
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,40,10,0.3912,0.001
1000,1.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,10,0.3912,0.0485
1000,2.0,model-type_svd-reconstruct_comps_60_dense_128_009.h5,l2,100,10,0.3912,0.003
1000,0.3,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,10,0.3912,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_128_009.h5,linf,100,10,0.3912,0.001
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,1,0.5594,0.1956
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,1,0.5594,0.031
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,1,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,1,0.5594,0.0159
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,1,0.5594,0.1953
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,1,0.5594,0.0304
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,1,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,1,0.5594,0.0154
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,10,0.5594,0.1908
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,40,10,0.5594,0.0284
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,10,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,40,10,0.5594,0.0141
1000,1.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,10,0.5594,0.1908
1000,2.0,model-type_svd-reconstruct_comps_60_dense_256_009.h5,l2,100,10,0.5594,0.0286
1000,0.3,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,10,0.5594,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_256_009.h5,linf,100,10,0.5594,0.0143
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,1,0.7415,0.3915
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,1,0.7415,0.076
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,1,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,1,0.7415,0.0364
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,1,0.7415,0.3914
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,1,0.7415,0.0753
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,1,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,1,0.7415,0.0368
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,10,0.7415,0.3848
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,40,10,0.7415,0.0705
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,10,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,40,10,0.7415,0.0334
1000,1.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,10,0.7415,0.3844
1000,2.0,model-type_svd-reconstruct_comps_60_dense_512_008.h5,l2,100,10,0.7415,0.0696
1000,0.3,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,10,0.7415,0.0
1000,0.15,model-type_svd-reconstruct_comps_60_dense_512_008.h5,linf,100,10,0.7415,0.0335
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,1,0.4228,0.119
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,1,0.4228,0.0093
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,1,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,1,0.4228,0.0016
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,1,0.4228,0.1195
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,1,0.4228,0.0094
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,1,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,1,0.4228,0.0017
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,10,0.4228,0.1161
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,40,10,0.4228,0.008
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,10,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,40,10,0.4228,0.0014
1000,1.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,10,0.4228,0.1156
1000,2.0,model-type_svd-reconstruct_comps_70_dense_128_009.h5,l2,100,10,0.4228,0.0079
1000,0.3,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,10,0.4228,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_128_009.h5,linf,100,10,0.4228,0.0014
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,1,0.6488,0.2226
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,1,0.6488,0.0155
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,1,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,1,0.6488,0.006
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,1,0.6488,0.2226
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,1,0.6488,0.0154
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,1,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,1,0.6488,0.0058
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,10,0.6488,0.2174
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,40,10,0.6488,0.0138
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,10,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,40,10,0.6488,0.0049
1000,1.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,10,0.6488,0.2167
1000,2.0,model-type_svd-reconstruct_comps_70_dense_256_008.h5,l2,100,10,0.6488,0.0136
1000,0.3,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,10,0.6488,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_256_008.h5,linf,100,10,0.6488,0.0051
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,1,0.7461,0.3658
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,1,0.7461,0.0878
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,1,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,1,0.7461,0.0476
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,1,0.7461,0.365
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,1,0.7461,0.0874
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,1,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,1,0.7461,0.0481
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,10,0.7461,0.3597
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,40,10,0.7461,0.0821
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,10,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,40,10,0.7461,0.0447
1000,1.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,10,0.7461,0.359
1000,2.0,model-type_svd-reconstruct_comps_70_dense_512_007.h5,l2,100,10,0.7461,0.0817
1000,0.3,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,10,0.7461,0.0
1000,0.15,model-type_svd-reconstruct_comps_70_dense_512_007.h5,linf,100,10,0.7461,0.0444
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,1,0.443,0.06
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,1,0.443,0.002
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,1,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,1,0.443,0.0009
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,1,0.443,0.0594
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,1,0.443,0.002
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,1,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,1,0.443,0.0009
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,10,0.443,0.0574
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,40,10,0.443,0.0016
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,10,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,40,10,0.443,0.0007
1000,1.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,10,0.443,0.0572
1000,2.0,model-type_svd-reconstruct_comps_80_dense_128_009.h5,l2,100,10,0.443,0.0016
1000,0.3,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,10,0.443,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_128_009.h5,linf,100,10,0.443,0.0008
1000,1.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,40,1,0.6906,0.2664
1000,2.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,40,1,0.6906,0.0407
1000,0.3,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,40,1,0.6906,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,40,1,0.6906,0.0127
1000,1.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,100,1,0.6906,0.2653
1000,2.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,100,1,0.6906,0.0401
1000,0.3,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,100,1,0.6906,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,100,1,0.6906,0.0126
1000,1.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,40,10,0.6906,0.2593
1000,2.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,40,10,0.6906,0.0372
1000,0.3,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,40,10,0.6906,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,40,10,0.6906,0.0113
1000,1.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,100,10,0.6906,0.2587
1000,2.0,model-type_svd-reconstruct_comps_80_dense_256_009.h5,l2,100,10,0.6906,0.0378
1000,0.3,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,100,10,0.6906,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_256_009.h5,linf,100,10,0.6906,0.0114
1000,1.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,40,1,0.735,0.3492
1000,2.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,40,1,0.735,0.0838
1000,0.3,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,40,1,0.735,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,40,1,0.735,0.046
1000,1.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,100,1,0.735,0.3487
1000,2.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,100,1,0.735,0.0831
1000,0.3,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,100,1,0.735,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,100,1,0.735,0.0458
1000,1.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,40,10,0.735,0.3444
1000,2.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,40,10,0.735,0.0768
1000,0.3,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,40,10,0.735,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,40,10,0.735,0.0412
1000,1.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,100,10,0.735,0.343
1000,2.0,model-type_svd-reconstruct_comps_80_dense_512_007.h5,l2,100,10,0.735,0.0769
1000,0.3,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,100,10,0.735,0.0
1000,0.15,model-type_svd-reconstruct_comps_80_dense_512_007.h5,linf,100,10,0.735,0.0411
1000,1.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,40,1,0.4816,0.0795
1000,2.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,40,1,0.4816,0.0046
1000,0.3,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,40,1,0.4816,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,40,1,0.4816,0.0014
1000,1.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,100,1,0.4816,0.0787
1000,2.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,100,1,0.4816,0.0047
1000,0.3,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,100,1,0.4816,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,100,1,0.4816,0.0014
1000,1.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,40,10,0.4816,0.0768
1000,2.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,40,10,0.4816,0.0043
1000,0.3,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,40,10,0.4816,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,40,10,0.4816,0.0011
1000,1.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,100,10,0.4816,0.0762
1000,2.0,model-type_svd-reconstruct_comps_90_dense_128_009.h5,l2,100,10,0.4816,0.0041
1000,0.3,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,100,10,0.4816,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_128_009.h5,linf,100,10,0.4816,0.0011
1000,1.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,40,1,0.6373,0.2771
1000,2.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,40,1,0.6373,0.0403
1000,0.3,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,40,1,0.6373,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,40,1,0.6373,0.0044
1000,1.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,100,1,0.6373,0.276
1000,2.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,100,1,0.6373,0.0397
1000,0.3,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,100,1,0.6373,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,100,1,0.6373,0.0041
1000,1.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,40,10,0.6373,0.2718
1000,2.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,40,10,0.6373,0.0329
1000,0.3,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,40,10,0.6373,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,40,10,0.6373,0.0031
1000,1.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,100,10,0.6373,0.2709
1000,2.0,model-type_svd-reconstruct_comps_90_dense_256_008.h5,l2,100,10,0.6373,0.0327
1000,0.3,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,100,10,0.6373,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_256_008.h5,linf,100,10,0.6373,0.0031
1000,1.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,40,1,0.7668,0.393
1000,2.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,40,1,0.7668,0.0821
1000,0.3,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,40,1,0.7668,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,40,1,0.7668,0.0394
1000,1.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,100,1,0.7668,0.3927
1000,2.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,100,1,0.7668,0.0821
1000,0.3,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,100,1,0.7668,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,100,1,0.7668,0.039
1000,1.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,40,10,0.7668,0.3872
1000,2.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,40,10,0.7668,0.0764
1000,0.3,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,40,10,0.7668,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,40,10,0.7668,0.0361
1000,1.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,100,10,0.7668,0.387
1000,2.0,model-type_svd-reconstruct_comps_90_dense_512_009.h5,l2,100,10,0.7668,0.0755
1000,0.3,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,100,10,0.7668,0.0
1000,0.15,model-type_svd-reconstruct_comps_90_dense_512_009.h5,linf,100,10,0.7668,0.0355
1000,1.0,model-type_svd_comps_100_dense_128_009.h5,l2,40,1,0.8128,0.3517
1000,2.0,model-type_svd_comps_100_dense_128_009.h5,l2,40,1,0.8128,0.0641
1000,0.3,model-type_svd_comps_100_dense_128_009.h5,linf,40,1,0.8128,0.0
1000,0.15,model-type_svd_comps_100_dense_128_009.h5,linf,40,1,0.8128,0.0168
1000,1.0,model-type_svd_comps_100_dense_128_009.h5,l2,100,1,0.8128,0.3509
1000,2.0,model-type_svd_comps_100_dense_128_009.h5,l2,100,1,0.8128,0.0635
1000,0.3,model-type_svd_comps_100_dense_128_009.h5,linf,100,1,0.8128,0.0
1000,0.15,model-type_svd_comps_100_dense_128_009.h5,linf,100,1,0.8128,0.0168
1000,1.0,model-type_svd_comps_100_dense_128_009.h5,l2,40,10,0.8128,0.3459
1000,2.0,model-type_svd_comps_100_dense_128_009.h5,l2,40,10,0.8128,0.0584
1000,0.3,model-type_svd_comps_100_dense_128_009.h5,linf,40,10,0.8128,0.0
1000,0.15,model-type_svd_comps_100_dense_128_009.h5,linf,40,10,0.8128,0.0151
1000,1.0,model-type_svd_comps_100_dense_128_009.h5,l2,100,10,0.8128,0.3462
1000,2.0,model-type_svd_comps_100_dense_128_009.h5,l2,100,10,0.8128,0.0582
1000,0.3,model-type_svd_comps_100_dense_128_009.h5,linf,100,10,0.8128,0.0
1000,0.15,model-type_svd_comps_100_dense_128_009.h5,linf,100,10,0.8128,0.015
1000,1.0,model-type_svd_comps_100_dense_256_009.h5,l2,40,1,0.8503,0.3951
1000,2.0,model-type_svd_comps_100_dense_256_009.h5,l2,40,1,0.8503,0.0693
1000,0.3,model-type_svd_comps_100_dense_256_009.h5,linf,40,1,0.8503,0.0
1000,0.15,model-type_svd_comps_100_dense_256_009.h5,linf,40,1,0.8503,0.0222
1000,1.0,model-type_svd_comps_100_dense_256_009.h5,l2,100,1,0.8503,0.3941
1000,2.0,model-type_svd_comps_100_dense_256_009.h5,l2,100,1,0.8503,0.0685
1000,0.3,model-type_svd_comps_100_dense_256_009.h5,linf,100,1,0.8503,0.0
1000,0.15,model-type_svd_comps_100_dense_256_009.h5,linf,100,1,0.8503,0.0216
1000,1.0,model-type_svd_comps_100_dense_256_009.h5,l2,40,10,0.8503,0.3893
1000,2.0,model-type_svd_comps_100_dense_256_009.h5,l2,40,10,0.8503,0.063
1000,0.3,model-type_svd_comps_100_dense_256_009.h5,linf,40,10,0.8503,0.0
1000,0.15,model-type_svd_comps_100_dense_256_009.h5,linf,40,10,0.8503,0.0192
1000,1.0,model-type_svd_comps_100_dense_256_009.h5,l2,100,10,0.8503,0.3889
1000,2.0,model-type_svd_comps_100_dense_256_009.h5,l2,100,10,0.8503,0.0625
1000,0.3,model-type_svd_comps_100_dense_256_009.h5,linf,100,10,0.8503,0.0
1000,0.15,model-type_svd_comps_100_dense_256_009.h5,linf,100,10,0.8503,0.019
1000,1.0,model-type_svd_comps_100_dense_512_008.h5,l2,40,1,0.8688,0.4253
1000,2.0,model-type_svd_comps_100_dense_512_008.h5,l2,40,1,0.8688,0.0931
1000,0.3,model-type_svd_comps_100_dense_512_008.h5,linf,40,1,0.8688,0.0
1000,0.15,model-type_svd_comps_100_dense_512_008.h5,linf,40,1,0.8688,0.0473
1000,1.0,model-type_svd_comps_100_dense_512_008.h5,l2,100,1,0.8688,0.4251
1000,2.0,model-type_svd_comps_100_dense_512_008.h5,l2,100,1,0.8688,0.0923
1000,0.3,model-type_svd_comps_100_dense_512_008.h5,linf,100,1,0.8688,0.0
1000,0.15,model-type_svd_comps_100_dense_512_008.h5,linf,100,1,0.8688,0.0469
1000,1.0,model-type_svd_comps_100_dense_512_008.h5,l2,40,10,0.8688,0.4221
1000,2.0,model-type_svd_comps_100_dense_512_008.h5,l2,40,10,0.8688,0.0876
1000,0.3,model-type_svd_comps_100_dense_512_008.h5,linf,40,10,0.8688,0.0
1000,0.15,model-type_svd_comps_100_dense_512_008.h5,linf,40,10,0.8688,0.0443
1000,1.0,model-type_svd_comps_100_dense_512_008.h5,l2,100,10,0.8688,0.4206
1000,2.0,model-type_svd_comps_100_dense_512_008.h5,l2,100,10,0.8688,0.0866
1000,0.3,model-type_svd_comps_100_dense_512_008.h5,linf,100,10,0.8688,0.0
1000,0.15,model-type_svd_comps_100_dense_512_008.h5,linf,100,10,0.8688,0.0444
1000,1.0,model-type_svd_comps_10_dense_128_009.h5,l2,40,1,0.4415,0.2447
1000,2.0,model-type_svd_comps_10_dense_128_009.h5,l2,40,1,0.4415,0.0964
1000,0.3,model-type_svd_comps_10_dense_128_009.h5,linf,40,1,0.4415,0.0005
1000,0.15,model-type_svd_comps_10_dense_128_009.h5,linf,40,1,0.4415,0.0581
1000,1.0,model-type_svd_comps_10_dense_128_009.h5,l2,100,1,0.4415,0.2442
1000,2.0,model-type_svd_comps_10_dense_128_009.h5,l2,100,1,0.4415,0.0959
1000,0.3,model-type_svd_comps_10_dense_128_009.h5,linf,100,1,0.4415,0.0004
1000,0.15,model-type_svd_comps_10_dense_128_009.h5,linf,100,1,0.4415,0.0584
1000,1.0,model-type_svd_comps_10_dense_128_009.h5,l2,40,10,0.4415,0.2428
1000,2.0,model-type_svd_comps_10_dense_128_009.h5,l2,40,10,0.4415,0.0925
1000,0.3,model-type_svd_comps_10_dense_128_009.h5,linf,40,10,0.4415,0.0004
1000,0.15,model-type_svd_comps_10_dense_128_009.h5,linf,40,10,0.4415,0.0563
1000,1.0,model-type_svd_comps_10_dense_128_009.h5,l2,100,10,0.4415,0.2429
1000,2.0,model-type_svd_comps_10_dense_128_009.h5,l2,100,10,0.4415,0.0925
1000,0.3,model-type_svd_comps_10_dense_128_009.h5,linf,100,10,0.4415,0.0005
1000,0.15,model-type_svd_comps_10_dense_128_009.h5,linf,100,10,0.4415,0.0566
1000,1.0,model-type_svd_comps_10_dense_256_009.h5,l2,40,1,0.479,0.2446
1000,2.0,model-type_svd_comps_10_dense_256_009.h5,l2,40,1,0.479,0.0886
1000,0.3,model-type_svd_comps_10_dense_256_009.h5,linf,40,1,0.479,0.003
1000,0.15,model-type_svd_comps_10_dense_256_009.h5,linf,40,1,0.479,0.0556
1000,1.0,model-type_svd_comps_10_dense_256_009.h5,l2,100,1,0.479,0.2435
1000,2.0,model-type_svd_comps_10_dense_256_009.h5,l2,100,1,0.479,0.0876
1000,0.3,model-type_svd_comps_10_dense_256_009.h5,linf,100,1,0.479,0.003
1000,0.15,model-type_svd_comps_10_dense_256_009.h5,linf,100,1,0.479,0.0559
1000,1.0,model-type_svd_comps_10_dense_256_009.h5,l2,40,10,0.479,0.243
1000,2.0,model-type_svd_comps_10_dense_256_009.h5,l2,40,10,0.479,0.086
1000,0.3,model-type_svd_comps_10_dense_256_009.h5,linf,40,10,0.479,0.0028
1000,0.15,model-type_svd_comps_10_dense_256_009.h5,linf,40,10,0.479,0.0544
