batch_size,eps,model,norm,steps,trials,acc,robust_acc
1000,0.15,MLP_origin_dense_n_60_dense_128_049,linf,40,1,0.9905,0.0001
1000,1.0,MLP_origin_dense_n_60_dense_128_049,l2,100,1,0.9905,0.1027
1000,2.0,MLP_origin_dense_n_60_dense_128_049,l2,100,1,0.9905,0.0009
1000,0.3,MLP_origin_dense_n_60_dense_128_049,linf,100,1,0.9905,0.0
1000,0.15,MLP_origin_dense_n_60_dense_128_049,linf,100,1,0.9905,0.0
1000,1.0,MLP_origin_dense_n_60_dense_128_049,l2,40,10,0.9905,0.0941
1000,2.0,MLP_origin_dense_n_60_dense_128_049,l2,40,10,0.9905,0.0003
1000,0.3,MLP_origin_dense_n_60_dense_128_049,linf,40,10,0.9905,0.0
1000,0.15,MLP_origin_dense_n_60_dense_128_049,linf,40,10,0.9905,0.0
1000,1.0,MLP_origin_dense_n_60_dense_128_049,l2,100,10,0.9905,0.0931
1000,2.0,MLP_origin_dense_n_60_dense_128_049,l2,100,10,0.9905,0.0005
1000,0.3,MLP_origin_dense_n_60_dense_128_049,linf,100,10,0.9905,0.0
1000,0.15,MLP_origin_dense_n_60_dense_128_049,linf,100,10,0.9905,0.0
1000,1.0,MLP_origin_dense_n_60_dense_256_049,l2,40,1,0.9956,0.129
1000,2.0,MLP_origin_dense_n_60_dense_256_049,l2,40,1,0.9956,0.0012
1000,0.3,MLP_origin_dense_n_60_dense_256_049,linf,40,1,0.9956,0.0
1000,0.15,MLP_origin_dense_n_60_dense_256_049,linf,40,1,0.9956,0.0
1000,1.0,MLP_origin_dense_n_60_dense_256_049,l2,100,1,0.9956,0.128
1000,2.0,MLP_origin_dense_n_60_dense_256_049,l2,100,1,0.9956,0.001
1000,0.3,MLP_origin_dense_n_60_dense_256_049,linf,100,1,0.9956,0.0
1000,0.15,MLP_origin_dense_n_60_dense_256_049,linf,100,1,0.9956,0.0
1000,1.0,MLP_origin_dense_n_60_dense_256_049,l2,40,10,0.9956,0.1206
1000,2.0,MLP_origin_dense_n_60_dense_256_049,l2,40,10,0.9956,0.0007
1000,0.3,MLP_origin_dense_n_60_dense_256_049,linf,40,10,0.9956,0.0
1000,0.15,MLP_origin_dense_n_60_dense_256_049,linf,40,10,0.9956,0.0
1000,1.0,MLP_origin_dense_n_60_dense_256_049,l2,100,10,0.9956,0.1196
1000,2.0,MLP_origin_dense_n_60_dense_256_049,l2,100,10,0.9956,0.0007
1000,0.3,MLP_origin_dense_n_60_dense_256_049,linf,100,10,0.9956,0.0
1000,0.15,MLP_origin_dense_n_60_dense_256_049,linf,100,10,0.9956,0.0
1000,1.0,MLP_origin_dense_n_60_dense_512_044,l2,40,1,0.9957,0.1616
1000,2.0,MLP_origin_dense_n_60_dense_512_044,l2,40,1,0.9957,0.0027
1000,0.3,MLP_origin_dense_n_60_dense_512_044,linf,40,1,0.9957,0.0
1000,0.15,MLP_origin_dense_n_60_dense_512_044,linf,40,1,0.9957,0.0
1000,1.0,MLP_origin_dense_n_60_dense_512_044,l2,100,1,0.9957,0.1599
1000,2.0,MLP_origin_dense_n_60_dense_512_044,l2,100,1,0.9957,0.0027
1000,0.3,MLP_origin_dense_n_60_dense_512_044,linf,100,1,0.9957,0.0
1000,0.15,MLP_origin_dense_n_60_dense_512_044,linf,100,1,0.9957,0.0
1000,1.0,MLP_origin_dense_n_60_dense_512_044,l2,40,10,0.9957,0.1529
1000,2.0,MLP_origin_dense_n_60_dense_512_044,l2,40,10,0.9957,0.002
1000,0.3,MLP_origin_dense_n_60_dense_512_044,linf,40,10,0.9957,0.0
1000,0.15,MLP_origin_dense_n_60_dense_512_044,linf,40,10,0.9957,0.0
1000,1.0,MLP_origin_dense_n_60_dense_512_044,l2,100,10,0.9957,0.1514
1000,2.0,MLP_origin_dense_n_60_dense_512_044,l2,100,10,0.9957,0.0018
1000,0.3,MLP_origin_dense_n_60_dense_512_044,linf,100,10,0.9957,0.0
1000,0.15,MLP_origin_dense_n_60_dense_512_044,linf,100,10,0.9957,0.0
1000,1.0,MLP_origin_dense_n_70_dense_128_044,l2,40,1,0.9926,0.1131
1000,2.0,MLP_origin_dense_n_70_dense_128_044,l2,40,1,0.9926,0.0007
1000,0.3,MLP_origin_dense_n_70_dense_128_044,linf,40,1,0.9926,0.0
1000,0.15,MLP_origin_dense_n_70_dense_128_044,linf,40,1,0.9926,0.0
1000,1.0,MLP_origin_dense_n_70_dense_128_044,l2,100,1,0.9926,0.1125
1000,2.0,MLP_origin_dense_n_70_dense_128_044,l2,100,1,0.9926,0.0009
1000,0.3,MLP_origin_dense_n_70_dense_128_044,linf,100,1,0.9926,0.0
1000,0.15,MLP_origin_dense_n_70_dense_128_044,linf,100,1,0.9926,0.0
1000,1.0,MLP_origin_dense_n_70_dense_128_044,l2,40,10,0.9926,0.104
1000,2.0,MLP_origin_dense_n_70_dense_128_044,l2,40,10,0.9926,0.0003
1000,0.3,MLP_origin_dense_n_70_dense_128_044,linf,40,10,0.9926,0.0
1000,0.15,MLP_origin_dense_n_70_dense_128_044,linf,40,10,0.9926,0.0
1000,1.0,MLP_origin_dense_n_70_dense_128_044,l2,100,10,0.9926,0.1033
1000,2.0,MLP_origin_dense_n_70_dense_128_044,l2,100,10,0.9926,0.0004
1000,0.3,MLP_origin_dense_n_70_dense_128_044,linf,100,10,0.9926,0.0
1000,0.15,MLP_origin_dense_n_70_dense_128_044,linf,100,10,0.9926,0.0
1000,1.0,MLP_origin_dense_n_70_dense_256_048,l2,40,1,0.9952,0.1402
1000,2.0,MLP_origin_dense_n_70_dense_256_048,l2,40,1,0.9952,0.0016
1000,0.3,MLP_origin_dense_n_70_dense_256_048,linf,40,1,0.9952,0.0
1000,0.15,MLP_origin_dense_n_70_dense_256_048,linf,40,1,0.9952,0.0
1000,1.0,MLP_origin_dense_n_70_dense_256_048,l2,100,1,0.9952,0.1393
1000,2.0,MLP_origin_dense_n_70_dense_256_048,l2,100,1,0.9952,0.0017
1000,0.3,MLP_origin_dense_n_70_dense_256_048,linf,100,1,0.9952,0.0
1000,0.15,MLP_origin_dense_n_70_dense_256_048,linf,100,1,0.9952,0.0
1000,1.0,MLP_origin_dense_n_70_dense_256_048,l2,40,10,0.9952,0.1309
1000,2.0,MLP_origin_dense_n_70_dense_256_048,l2,40,10,0.9952,0.0013
1000,0.3,MLP_origin_dense_n_70_dense_256_048,linf,40,10,0.9952,0.0
1000,0.15,MLP_origin_dense_n_70_dense_256_048,linf,40,10,0.9952,0.0
1000,1.0,MLP_origin_dense_n_70_dense_256_048,l2,100,10,0.9952,0.13
1000,2.0,MLP_origin_dense_n_70_dense_256_048,l2,100,10,0.9952,0.0011
1000,0.3,MLP_origin_dense_n_70_dense_256_048,linf,100,10,0.9952,0.0
1000,0.15,MLP_origin_dense_n_70_dense_256_048,linf,100,10,0.9952,0.0
1000,1.0,MLP_origin_dense_n_70_dense_512_044,l2,40,1,0.9975,0.1633
1000,2.0,MLP_origin_dense_n_70_dense_512_044,l2,40,1,0.9975,0.0023
1000,0.3,MLP_origin_dense_n_70_dense_512_044,linf,40,1,0.9975,0.0
1000,0.15,MLP_origin_dense_n_70_dense_512_044,linf,40,1,0.9975,0.0
1000,1.0,MLP_origin_dense_n_70_dense_512_044,l2,100,1,0.9975,0.1623
1000,2.0,MLP_origin_dense_n_70_dense_512_044,l2,100,1,0.9975,0.0022
1000,0.3,MLP_origin_dense_n_70_dense_512_044,linf,100,1,0.9975,0.0
1000,0.15,MLP_origin_dense_n_70_dense_512_044,linf,100,1,0.9975,0.0
1000,1.0,MLP_origin_dense_n_70_dense_512_044,l2,40,10,0.9975,0.1537
1000,2.0,MLP_origin_dense_n_70_dense_512_044,l2,40,10,0.9975,0.0016
1000,0.3,MLP_origin_dense_n_70_dense_512_044,linf,40,10,0.9975,0.0
1000,0.15,MLP_origin_dense_n_70_dense_512_044,linf,40,10,0.9975,0.0
1000,1.0,MLP_origin_dense_n_70_dense_512_044,l2,100,10,0.9975,0.1525
1000,2.0,MLP_origin_dense_n_70_dense_512_044,l2,100,10,0.9975,0.0017
1000,0.3,MLP_origin_dense_n_70_dense_512_044,linf,100,10,0.9975,0.0
1000,0.15,MLP_origin_dense_n_70_dense_512_044,linf,100,10,0.9975,0.0
1000,1.0,MLP_origin_dense_n_80_dense_128_040,l2,40,1,0.993,0.1359
1000,2.0,MLP_origin_dense_n_80_dense_128_040,l2,40,1,0.993,0.0013
1000,0.3,MLP_origin_dense_n_80_dense_128_040,linf,40,1,0.993,0.0
1000,0.15,MLP_origin_dense_n_80_dense_128_040,linf,40,1,0.993,0.0
1000,1.0,MLP_origin_dense_n_80_dense_128_040,l2,100,1,0.993,0.1358
1000,2.0,MLP_origin_dense_n_80_dense_128_040,l2,100,1,0.993,0.0012
1000,0.3,MLP_origin_dense_n_80_dense_128_040,linf,100,1,0.993,0.0
1000,0.15,MLP_origin_dense_n_80_dense_128_040,linf,100,1,0.993,0.0
1000,1.0,MLP_origin_dense_n_80_dense_128_040,l2,40,10,0.993,0.1275
1000,2.0,MLP_origin_dense_n_80_dense_128_040,l2,40,10,0.993,0.0008
1000,0.3,MLP_origin_dense_n_80_dense_128_040,linf,40,10,0.993,0.0
1000,0.15,MLP_origin_dense_n_80_dense_128_040,linf,40,10,0.993,0.0
1000,1.0,MLP_origin_dense_n_80_dense_128_040,l2,100,10,0.993,0.1272
1000,2.0,MLP_origin_dense_n_80_dense_128_040,l2,100,10,0.993,0.0007
1000,0.3,MLP_origin_dense_n_80_dense_128_040,linf,100,10,0.993,0.0
1000,0.15,MLP_origin_dense_n_80_dense_128_040,linf,100,10,0.993,0.0
1000,1.0,MLP_origin_dense_n_80_dense_256_038,l2,40,1,0.9949,0.1588
1000,2.0,MLP_origin_dense_n_80_dense_256_038,l2,40,1,0.9949,0.0024
1000,0.3,MLP_origin_dense_n_80_dense_256_038,linf,40,1,0.9949,0.0
1000,0.15,MLP_origin_dense_n_80_dense_256_038,linf,40,1,0.9949,0.0
1000,1.0,MLP_origin_dense_n_80_dense_256_038,l2,100,1,0.9949,0.1588
1000,2.0,MLP_origin_dense_n_80_dense_256_038,l2,100,1,0.9949,0.0025
1000,0.3,MLP_origin_dense_n_80_dense_256_038,linf,100,1,0.9949,0.0
1000,0.15,MLP_origin_dense_n_80_dense_256_038,linf,100,1,0.9949,0.0
1000,1.0,MLP_origin_dense_n_80_dense_256_038,l2,40,10,0.9949,0.1509
1000,2.0,MLP_origin_dense_n_80_dense_256_038,l2,40,10,0.9949,0.0013
1000,0.3,MLP_origin_dense_n_80_dense_256_038,linf,40,10,0.9949,0.0
1000,0.15,MLP_origin_dense_n_80_dense_256_038,linf,40,10,0.9949,0.0
1000,1.0,MLP_origin_dense_n_80_dense_256_038,l2,100,10,0.9949,0.1494
1000,2.0,MLP_origin_dense_n_80_dense_256_038,l2,100,10,0.9949,0.0013
1000,0.3,MLP_origin_dense_n_80_dense_256_038,linf,100,10,0.9949,0.0
1000,0.15,MLP_origin_dense_n_80_dense_256_038,linf,100,10,0.9949,0.0
1000,1.0,MLP_origin_dense_n_80_dense_512_038,l2,40,1,0.9974,0.1741
1000,2.0,MLP_origin_dense_n_80_dense_512_038,l2,40,1,0.9974,0.0027
1000,0.3,MLP_origin_dense_n_80_dense_512_038,linf,40,1,0.9974,0.0
1000,0.15,MLP_origin_dense_n_80_dense_512_038,linf,40,1,0.9974,0.0002
1000,1.0,MLP_origin_dense_n_80_dense_512_038,l2,100,1,0.9974,0.1727
1000,2.0,MLP_origin_dense_n_80_dense_512_038,l2,100,1,0.9974,0.003
1000,0.3,MLP_origin_dense_n_80_dense_512_038,linf,100,1,0.9974,0.0
1000,0.15,MLP_origin_dense_n_80_dense_512_038,linf,100,1,0.9974,0.0
1000,1.0,MLP_origin_dense_n_80_dense_512_038,l2,40,10,0.9974,0.1676
1000,2.0,MLP_origin_dense_n_80_dense_512_038,l2,40,10,0.9974,0.0023
1000,0.3,MLP_origin_dense_n_80_dense_512_038,linf,40,10,0.9974,0.0
1000,0.15,MLP_origin_dense_n_80_dense_512_038,linf,40,10,0.9974,0.0
1000,1.0,MLP_origin_dense_n_80_dense_512_038,l2,100,10,0.9974,0.1659
1000,2.0,MLP_origin_dense_n_80_dense_512_038,l2,100,10,0.9974,0.0023
1000,0.3,MLP_origin_dense_n_80_dense_512_038,linf,100,10,0.9974,0.0
1000,0.15,MLP_origin_dense_n_80_dense_512_038,linf,100,10,0.9974,0.0
1000,1.0,MLP_origin_dense_n_90_dense_128_048,l2,40,1,0.9955,0.1138
1000,2.0,MLP_origin_dense_n_90_dense_128_048,l2,40,1,0.9955,0.0008
1000,0.3,MLP_origin_dense_n_90_dense_128_048,linf,40,1,0.9955,0.0
1000,0.15,MLP_origin_dense_n_90_dense_128_048,linf,40,1,0.9955,0.0
1000,1.0,MLP_origin_dense_n_90_dense_128_048,l2,100,1,0.9955,0.1125
1000,2.0,MLP_origin_dense_n_90_dense_128_048,l2,100,1,0.9955,0.0004
1000,0.3,MLP_origin_dense_n_90_dense_128_048,linf,100,1,0.9955,0.0
1000,0.15,MLP_origin_dense_n_90_dense_128_048,linf,100,1,0.9955,0.0
1000,1.0,MLP_origin_dense_n_90_dense_128_048,l2,40,10,0.9955,0.1052
1000,2.0,MLP_origin_dense_n_90_dense_128_048,l2,40,10,0.9955,0.0
1000,0.3,MLP_origin_dense_n_90_dense_128_048,linf,40,10,0.9955,0.0
1000,0.15,MLP_origin_dense_n_90_dense_128_048,linf,40,10,0.9955,0.0
1000,1.0,MLP_origin_dense_n_90_dense_128_048,l2,100,10,0.9955,0.1039
1000,2.0,MLP_origin_dense_n_90_dense_128_048,l2,100,10,0.9955,0.0
1000,0.3,MLP_origin_dense_n_90_dense_128_048,linf,100,10,0.9955,0.0
1000,0.15,MLP_origin_dense_n_90_dense_128_048,linf,100,10,0.9955,0.0
1000,1.0,MLP_origin_dense_n_90_dense_256_033,l2,40,1,0.9934,0.1921
1000,2.0,MLP_origin_dense_n_90_dense_256_033,l2,40,1,0.9934,0.0031
1000,0.3,MLP_origin_dense_n_90_dense_256_033,linf,40,1,0.9934,0.0
1000,0.15,MLP_origin_dense_n_90_dense_256_033,linf,40,1,0.9934,0.0
1000,1.0,MLP_origin_dense_n_90_dense_256_033,l2,100,1,0.9934,0.1921
1000,2.0,MLP_origin_dense_n_90_dense_256_033,l2,100,1,0.9934,0.0029
1000,0.3,MLP_origin_dense_n_90_dense_256_033,linf,100,1,0.9934,0.0
1000,0.15,MLP_origin_dense_n_90_dense_256_033,linf,100,1,0.9934,0.0001
1000,1.0,MLP_origin_dense_n_90_dense_256_033,l2,40,10,0.9934,0.1843
1000,2.0,MLP_origin_dense_n_90_dense_256_033,l2,40,10,0.9934,0.0022
1000,0.3,MLP_origin_dense_n_90_dense_256_033,linf,40,10,0.9934,0.0
1000,0.15,MLP_origin_dense_n_90_dense_256_033,linf,40,10,0.9934,0.0
1000,1.0,MLP_origin_dense_n_90_dense_256_033,l2,100,10,0.9934,0.1821
1000,2.0,MLP_origin_dense_n_90_dense_256_033,l2,100,10,0.9934,0.0022
1000,0.3,MLP_origin_dense_n_90_dense_256_033,linf,100,10,0.9934,0.0
1000,0.15,MLP_origin_dense_n_90_dense_256_033,linf,100,10,0.9934,0.0
1000,1.0,MLP_origin_dense_n_90_dense_512_044,l2,40,1,0.9993,0.1661
1000,2.0,MLP_origin_dense_n_90_dense_512_044,l2,40,1,0.9993,0.0024
1000,0.3,MLP_origin_dense_n_90_dense_512_044,linf,40,1,0.9993,0.0
1000,0.15,MLP_origin_dense_n_90_dense_512_044,linf,40,1,0.9993,0.0
1000,1.0,MLP_origin_dense_n_90_dense_512_044,l2,100,1,0.9993,0.1647
1000,2.0,MLP_origin_dense_n_90_dense_512_044,l2,100,1,0.9993,0.003
1000,0.3,MLP_origin_dense_n_90_dense_512_044,linf,100,1,0.9993,0.0
1000,0.15,MLP_origin_dense_n_90_dense_512_044,linf,100,1,0.9993,0.0
1000,1.0,MLP_origin_dense_n_90_dense_512_044,l2,40,10,0.9993,0.1589
1000,2.0,MLP_origin_dense_n_90_dense_512_044,l2,40,10,0.9993,0.0013
1000,0.3,MLP_origin_dense_n_90_dense_512_044,linf,40,10,0.9993,0.0
1000,0.15,MLP_origin_dense_n_90_dense_512_044,linf,40,10,0.9993,0.0
1000,1.0,MLP_origin_dense_n_90_dense_512_044,l2,100,10,0.9993,0.1581
1000,2.0,MLP_origin_dense_n_90_dense_512_044,l2,100,10,0.9993,0.0014
1000,0.3,MLP_origin_dense_n_90_dense_512_044,linf,100,10,0.9993,0.0
1000,0.15,MLP_origin_dense_n_90_dense_512_044,linf,100,10,0.9993,0.0
1000,1.0,MLP_svd_comps_100_dense_128_045,l2,40,1,0.9897,0.6733
1000,2.0,MLP_svd_comps_100_dense_128_045,l2,40,1,0.9897,0.0862
1000,0.3,MLP_svd_comps_100_dense_128_045,linf,40,1,0.9897,0.0
1000,0.15,MLP_svd_comps_100_dense_128_045,linf,40,1,0.9897,0.0712
1000,1.0,MLP_svd_comps_100_dense_128_045,l2,100,1,0.9897,0.6712
1000,2.0,MLP_svd_comps_100_dense_128_045,l2,100,1,0.9897,0.0859
1000,0.3,MLP_svd_comps_100_dense_128_045,linf,100,1,0.9897,0.0
1000,0.15,MLP_svd_comps_100_dense_128_045,linf,100,1,0.9897,0.0707
1000,1.0,MLP_svd_comps_100_dense_128_045,l2,40,10,0.9897,0.6651
1000,2.0,MLP_svd_comps_100_dense_128_045,l2,40,10,0.9897,0.0772
1000,0.3,MLP_svd_comps_100_dense_128_045,linf,40,10,0.9897,0.0
1000,0.15,MLP_svd_comps_100_dense_128_045,linf,40,10,0.9897,0.0629
1000,1.0,MLP_svd_comps_100_dense_128_045,l2,100,10,0.9897,0.6641
1000,2.0,MLP_svd_comps_100_dense_128_045,l2,100,10,0.9897,0.0766
1000,0.3,MLP_svd_comps_100_dense_128_045,linf,100,10,0.9897,0.0
1000,0.15,MLP_svd_comps_100_dense_128_045,linf,100,10,0.9897,0.0628
1000,1.0,MLP_svd_comps_100_dense_256_045,l2,40,1,0.9968,0.7199
1000,2.0,MLP_svd_comps_100_dense_256_045,l2,40,1,0.9968,0.1091
1000,0.3,MLP_svd_comps_100_dense_256_045,linf,40,1,0.9968,0.0
1000,0.15,MLP_svd_comps_100_dense_256_045,linf,40,1,0.9968,0.0984
1000,1.0,MLP_svd_comps_100_dense_256_045,l2,100,1,0.9968,0.719
1000,2.0,MLP_svd_comps_100_dense_256_045,l2,100,1,0.9968,0.1071
1000,0.3,MLP_svd_comps_100_dense_256_045,linf,100,1,0.9968,0.0001
1000,0.15,MLP_svd_comps_100_dense_256_045,linf,100,1,0.9968,0.0981
1000,1.0,MLP_svd_comps_100_dense_256_045,l2,40,10,0.9968,0.7122
1000,2.0,MLP_svd_comps_100_dense_256_045,l2,40,10,0.9968,0.1008
1000,0.3,MLP_svd_comps_100_dense_256_045,linf,40,10,0.9968,0.0
1000,0.15,MLP_svd_comps_100_dense_256_045,linf,40,10,0.9968,0.0915
1000,1.0,MLP_svd_comps_100_dense_256_045,l2,100,10,0.9968,0.7112
1000,2.0,MLP_svd_comps_100_dense_256_045,l2,100,10,0.9968,0.0999
1000,0.3,MLP_svd_comps_100_dense_256_045,linf,100,10,0.9968,0.0
1000,0.15,MLP_svd_comps_100_dense_256_045,linf,100,10,0.9968,0.0915
1000,1.0,MLP_svd_comps_100_dense_512_045,l2,40,1,0.9995,0.7213
1000,2.0,MLP_svd_comps_100_dense_512_045,l2,40,1,0.9995,0.1151
1000,0.3,MLP_svd_comps_100_dense_512_045,linf,40,1,0.9995,0.0
1000,0.15,MLP_svd_comps_100_dense_512_045,linf,40,1,0.9995,0.1001
1000,1.0,MLP_svd_comps_100_dense_512_045,l2,100,1,0.9995,0.7199
1000,2.0,MLP_svd_comps_100_dense_512_045,l2,100,1,0.9995,0.113
1000,0.3,MLP_svd_comps_100_dense_512_045,linf,100,1,0.9995,0.0
1000,0.15,MLP_svd_comps_100_dense_512_045,linf,100,1,0.9995,0.0996
1000,1.0,MLP_svd_comps_100_dense_512_045,l2,40,10,0.9995,0.7166
1000,2.0,MLP_svd_comps_100_dense_512_045,l2,40,10,0.9995,0.107
1000,0.3,MLP_svd_comps_100_dense_512_045,linf,40,10,0.9995,0.0
1000,0.15,MLP_svd_comps_100_dense_512_045,linf,40,10,0.9995,0.093
1000,1.0,MLP_svd_comps_100_dense_512_045,l2,100,10,0.9995,0.7157
1000,2.0,MLP_svd_comps_100_dense_512_045,l2,100,10,0.9995,0.106
1000,0.3,MLP_svd_comps_100_dense_512_045,linf,100,10,0.9995,0.0
1000,0.15,MLP_svd_comps_100_dense_512_045,linf,100,10,0.9995,0.0931
1000,1.0,MLP_svd_comps_10_dense_128_048,l2,40,1,0.9193,0.5792
1000,2.0,MLP_svd_comps_10_dense_128_048,l2,40,1,0.9193,0.1564
1000,0.3,MLP_svd_comps_10_dense_128_048,linf,40,1,0.9193,0.0005
1000,0.15,MLP_svd_comps_10_dense_128_048,linf,40,1,0.9193,0.168
1000,1.0,MLP_svd_comps_10_dense_128_048,l2,100,1,0.9193,0.5779
1000,2.0,MLP_svd_comps_10_dense_128_048,l2,100,1,0.9193,0.154
1000,0.3,MLP_svd_comps_10_dense_128_048,linf,100,1,0.9193,0.0005
1000,0.15,MLP_svd_comps_10_dense_128_048,linf,100,1,0.9193,0.1689
1000,1.0,MLP_svd_comps_10_dense_128_048,l2,40,10,0.9193,0.5727
1000,2.0,MLP_svd_comps_10_dense_128_048,l2,40,10,0.9193,0.1487
1000,0.3,MLP_svd_comps_10_dense_128_048,linf,40,10,0.9193,0.0002
1000,0.15,MLP_svd_comps_10_dense_128_048,linf,40,10,0.9193,0.1623
1000,1.0,MLP_svd_comps_10_dense_128_048,l2,100,10,0.9193,0.5721
1000,2.0,MLP_svd_comps_10_dense_128_048,l2,100,10,0.9193,0.1477
1000,0.3,MLP_svd_comps_10_dense_128_048,linf,100,10,0.9193,0.0001
1000,0.15,MLP_svd_comps_10_dense_128_048,linf,100,10,0.9193,0.1618
1000,1.0,MLP_svd_comps_10_dense_256_049,l2,40,1,0.9279,0.5797
1000,2.0,MLP_svd_comps_10_dense_256_049,l2,40,1,0.9279,0.147
1000,0.3,MLP_svd_comps_10_dense_256_049,linf,40,1,0.9279,0.0013
1000,0.15,MLP_svd_comps_10_dense_256_049,linf,40,1,0.9279,0.1599
1000,1.0,MLP_svd_comps_10_dense_256_049,l2,100,1,0.9279,0.578
1000,2.0,MLP_svd_comps_10_dense_256_049,l2,100,1,0.9279,0.1457
1000,0.3,MLP_svd_comps_10_dense_256_049,linf,100,1,0.9279,0.0012
1000,0.15,MLP_svd_comps_10_dense_256_049,linf,100,1,0.9279,0.1593
1000,1.0,MLP_svd_comps_10_dense_256_049,l2,40,10,0.9279,0.5754
1000,2.0,MLP_svd_comps_10_dense_256_049,l2,40,10,0.9279,0.1384
1000,0.3,MLP_svd_comps_10_dense_256_049,linf,40,10,0.9279,0.0007
1000,0.15,MLP_svd_comps_10_dense_256_049,linf,40,10,0.9279,0.1533
1000,1.0,MLP_svd_comps_10_dense_256_049,l2,100,10,0.9279,0.5742
1000,2.0,MLP_svd_comps_10_dense_256_049,l2,100,10,0.9279,0.1374
1000,0.3,MLP_svd_comps_10_dense_256_049,linf,100,10,0.9279,0.0007
1000,0.15,MLP_svd_comps_10_dense_256_049,linf,100,10,0.9279,0.1529
1000,1.0,MLP_svd_comps_10_dense_512_031,l2,40,1,0.929,0.583
1000,2.0,MLP_svd_comps_10_dense_512_031,l2,40,1,0.929,0.1562
1000,0.3,MLP_svd_comps_10_dense_512_031,linf,40,1,0.929,0.0016
1000,0.15,MLP_svd_comps_10_dense_512_031,linf,40,1,0.929,0.1679
1000,1.0,MLP_svd_comps_10_dense_512_031,l2,100,1,0.929,0.5822
1000,2.0,MLP_svd_comps_10_dense_512_031,l2,100,1,0.929,0.1551
1000,0.3,MLP_svd_comps_10_dense_512_031,linf,100,1,0.929,0.0014
1000,0.15,MLP_svd_comps_10_dense_512_031,linf,100,1,0.929,0.1684
1000,1.0,MLP_svd_comps_10_dense_512_031,l2,40,10,0.929,0.5794
1000,2.0,MLP_svd_comps_10_dense_512_031,l2,40,10,0.929,0.1492
1000,0.3,MLP_svd_comps_10_dense_512_031,linf,40,10,0.929,0.0008
1000,0.15,MLP_svd_comps_10_dense_512_031,linf,40,10,0.929,0.1631
1000,1.0,MLP_svd_comps_10_dense_512_031,l2,100,10,0.929,0.5783
1000,2.0,MLP_svd_comps_10_dense_512_031,l2,100,10,0.929,0.1481
1000,0.3,MLP_svd_comps_10_dense_512_031,linf,100,10,0.929,0.0007
1000,0.15,MLP_svd_comps_10_dense_512_031,linf,100,10,0.929,0.1622
1000,1.0,MLP_svd_comps_20_dense_128_043,l2,40,1,0.9699,0.7498
1000,2.0,MLP_svd_comps_20_dense_128_043,l2,40,1,0.9699,0.2008
1000,0.3,MLP_svd_comps_20_dense_128_043,linf,40,1,0.9699,0.0003
1000,0.15,MLP_svd_comps_20_dense_128_043,linf,40,1,0.9699,0.2306
1000,1.0,MLP_svd_comps_20_dense_128_043,l2,100,1,0.9699,0.7482
1000,2.0,MLP_svd_comps_20_dense_128_043,l2,100,1,0.9699,0.1981
1000,0.3,MLP_svd_comps_20_dense_128_043,linf,100,1,0.9699,0.0003
1000,0.15,MLP_svd_comps_20_dense_128_043,linf,100,1,0.9699,0.2304
1000,1.0,MLP_svd_comps_20_dense_128_043,l2,40,10,0.9699,0.7454
1000,2.0,MLP_svd_comps_20_dense_128_043,l2,40,10,0.9699,0.1871
1000,0.3,MLP_svd_comps_20_dense_128_043,linf,40,10,0.9699,0.0
1000,0.15,MLP_svd_comps_20_dense_128_043,linf,40,10,0.9699,0.219
1000,1.0,MLP_svd_comps_20_dense_128_043,l2,100,10,0.9699,0.7441
1000,2.0,MLP_svd_comps_20_dense_128_043,l2,100,10,0.9699,0.1852
1000,0.3,MLP_svd_comps_20_dense_128_043,linf,100,10,0.9699,0.0
