batch_size,eps,model,norm,steps,trials,acc,robust_acc
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,40,10,0.9974,0.7541
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,40,10,0.9974,0.133
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,40,10,0.9974,0.0001
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,40,10,0.9974,0.1277
1000,1.0,MLP_svd_comps_80_dense_512_037,l2,100,10,0.9974,0.7531
1000,2.0,MLP_svd_comps_80_dense_512_037,l2,100,10,0.9974,0.1317
1000,0.3,MLP_svd_comps_80_dense_512_037,linf,100,10,0.9974,0.0001
1000,0.15,MLP_svd_comps_80_dense_512_037,linf,100,10,0.9974,0.1268
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,40,1,0.9872,0.7059
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,40,1,0.9872,0.1085
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,40,1,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,40,1,0.9872,0.0954
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,100,1,0.9872,0.7048
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,100,1,0.9872,0.1079
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,100,1,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,100,1,0.9872,0.0944
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,40,10,0.9872,0.6989
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,40,10,0.9872,0.0997
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,40,10,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,40,10,0.9872,0.0884
1000,1.0,MLP_svd_comps_90_dense_128_040,l2,100,10,0.9872,0.6976
1000,2.0,MLP_svd_comps_90_dense_128_040,l2,100,10,0.9872,0.0993
1000,0.3,MLP_svd_comps_90_dense_128_040,linf,100,10,0.9872,0.0001
1000,0.15,MLP_svd_comps_90_dense_128_040,linf,100,10,0.9872,0.0882
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,40,1,0.9888,0.7426
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,40,1,0.9888,0.1366
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,40,1,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,40,1,0.9888,0.1162
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,100,1,0.9888,0.741
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,100,1,0.9888,0.1343
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,100,1,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,100,1,0.9888,0.1146
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,40,10,0.9888,0.7364
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,40,10,0.9888,0.1259
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,40,10,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,40,10,0.9888,0.1087
1000,1.0,MLP_svd_comps_90_dense_256_026,l2,100,10,0.9888,0.7353
1000,2.0,MLP_svd_comps_90_dense_256_026,l2,100,10,0.9888,0.1251
1000,0.3,MLP_svd_comps_90_dense_256_026,linf,100,10,0.9888,0.0
1000,0.15,MLP_svd_comps_90_dense_256_026,linf,100,10,0.9888,0.1092
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,40,1,0.9994,0.7512
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,40,1,0.9994,0.1201
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,40,1,0.9994,0.0001
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,40,1,0.9994,0.1098
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,100,1,0.9994,0.751
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,100,1,0.9994,0.1209
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,100,1,0.9994,0.0001
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,100,1,0.9994,0.1069
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,40,10,0.9994,0.7465
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,40,10,0.9994,0.114
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,40,10,0.9994,0.0
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,40,10,0.9994,0.1014
1000,1.0,MLP_svd_comps_90_dense_512_042,l2,100,10,0.9994,0.7454
1000,2.0,MLP_svd_comps_90_dense_512_042,l2,100,10,0.9994,0.1125
1000,0.3,MLP_svd_comps_90_dense_512_042,linf,100,10,0.9994,0.0
1000,0.15,MLP_svd_comps_90_dense_512_042,linf,100,10,0.9994,0.1015
1000,1.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,40,1,0.9874,0.6744
1000,2.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,40,1,0.9874,0.0913
1000,0.3,MLP_svd_reconstruct_comps_100_dense_128_041,linf,40,1,0.9874,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_128_041,linf,40,1,0.9874,0.0754
1000,1.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,100,1,0.9874,0.6726
1000,2.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,100,1,0.9874,0.09
1000,0.3,MLP_svd_reconstruct_comps_100_dense_128_041,linf,100,1,0.9874,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_128_041,linf,100,1,0.9874,0.0753
1000,1.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,40,10,0.9874,0.6659
1000,2.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,40,10,0.9874,0.0837
1000,0.3,MLP_svd_reconstruct_comps_100_dense_128_041,linf,40,10,0.9874,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_128_041,linf,40,10,0.9874,0.0704
1000,1.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,100,10,0.9874,0.6641
1000,2.0,MLP_svd_reconstruct_comps_100_dense_128_041,l2,100,10,0.9874,0.0828
1000,0.3,MLP_svd_reconstruct_comps_100_dense_128_041,linf,100,10,0.9874,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_128_041,linf,100,10,0.9874,0.0699
1000,1.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,40,1,0.9968,0.7123
1000,2.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,40,1,0.9968,0.1035
1000,0.3,MLP_svd_reconstruct_comps_100_dense_256_043,linf,40,1,0.9968,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_256_043,linf,40,1,0.9968,0.0888
1000,1.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,100,1,0.9968,0.7114
1000,2.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,100,1,0.9968,0.103
1000,0.3,MLP_svd_reconstruct_comps_100_dense_256_043,linf,100,1,0.9968,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_256_043,linf,100,1,0.9968,0.0888
1000,1.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,40,10,0.9968,0.7049
1000,2.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,40,10,0.9968,0.0976
1000,0.3,MLP_svd_reconstruct_comps_100_dense_256_043,linf,40,10,0.9968,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_256_043,linf,40,10,0.9968,0.0816
1000,1.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,100,10,0.9968,0.7043
1000,2.0,MLP_svd_reconstruct_comps_100_dense_256_043,l2,100,10,0.9968,0.0964
1000,0.3,MLP_svd_reconstruct_comps_100_dense_256_043,linf,100,10,0.9968,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_256_043,linf,100,10,0.9968,0.0816
1000,1.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,40,1,0.9987,0.7467
1000,2.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,40,1,0.9987,0.1175
1000,0.3,MLP_svd_reconstruct_comps_100_dense_512_037,linf,40,1,0.9987,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_512_037,linf,40,1,0.9987,0.1031
1000,1.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,100,1,0.9987,0.7456
1000,2.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,100,1,0.9987,0.1164
1000,0.3,MLP_svd_reconstruct_comps_100_dense_512_037,linf,100,1,0.9987,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_512_037,linf,100,1,0.9987,0.102
1000,1.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,40,10,0.9987,0.7403
1000,2.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,40,10,0.9987,0.1116
1000,0.3,MLP_svd_reconstruct_comps_100_dense_512_037,linf,40,10,0.9987,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_512_037,linf,40,10,0.9987,0.0963
1000,1.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,100,10,0.9987,0.7388
1000,2.0,MLP_svd_reconstruct_comps_100_dense_512_037,l2,100,10,0.9987,0.1105
1000,0.3,MLP_svd_reconstruct_comps_100_dense_512_037,linf,100,10,0.9987,0.0
1000,0.15,MLP_svd_reconstruct_comps_100_dense_512_037,linf,100,10,0.9987,0.0959
1000,1.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,40,1,0.9224,0.5868
1000,2.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,40,1,0.9224,0.1601
1000,0.3,MLP_svd_reconstruct_comps_10_dense_128_047,linf,40,1,0.9224,0.0017
1000,0.15,MLP_svd_reconstruct_comps_10_dense_128_047,linf,40,1,0.9224,0.1772
1000,1.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,100,1,0.9224,0.5854
1000,2.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,100,1,0.9224,0.1593
1000,0.3,MLP_svd_reconstruct_comps_10_dense_128_047,linf,100,1,0.9224,0.0012
1000,0.15,MLP_svd_reconstruct_comps_10_dense_128_047,linf,100,1,0.9224,0.1776
1000,1.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,40,10,0.9224,0.5821
1000,2.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,40,10,0.9224,0.1521
1000,0.3,MLP_svd_reconstruct_comps_10_dense_128_047,linf,40,10,0.9224,0.0003
1000,0.15,MLP_svd_reconstruct_comps_10_dense_128_047,linf,40,10,0.9224,0.1707
1000,1.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,100,10,0.9224,0.5805
1000,2.0,MLP_svd_reconstruct_comps_10_dense_128_047,l2,100,10,0.9224,0.1507
1000,0.3,MLP_svd_reconstruct_comps_10_dense_128_047,linf,100,10,0.9224,0.0004
1000,0.15,MLP_svd_reconstruct_comps_10_dense_128_047,linf,100,10,0.9224,0.17
1000,1.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,40,1,0.9275,0.5832
1000,2.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,40,1,0.9275,0.1525
1000,0.3,MLP_svd_reconstruct_comps_10_dense_256_046,linf,40,1,0.9275,0.0013
1000,0.15,MLP_svd_reconstruct_comps_10_dense_256_046,linf,40,1,0.9275,0.1674
1000,1.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,100,1,0.9275,0.5834
1000,2.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,100,1,0.9275,0.1524
1000,0.3,MLP_svd_reconstruct_comps_10_dense_256_046,linf,100,1,0.9275,0.0009
1000,0.15,MLP_svd_reconstruct_comps_10_dense_256_046,linf,100,1,0.9275,0.1657
1000,1.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,40,10,0.9275,0.5787
1000,2.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,40,10,0.9275,0.1448
1000,0.3,MLP_svd_reconstruct_comps_10_dense_256_046,linf,40,10,0.9275,0.0007
1000,0.15,MLP_svd_reconstruct_comps_10_dense_256_046,linf,40,10,0.9275,0.1601
1000,1.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,100,10,0.9275,0.579
1000,2.0,MLP_svd_reconstruct_comps_10_dense_256_046,l2,100,10,0.9275,0.144
1000,0.3,MLP_svd_reconstruct_comps_10_dense_256_046,linf,100,10,0.9275,0.0007
1000,0.15,MLP_svd_reconstruct_comps_10_dense_256_046,linf,100,10,0.9275,0.1604
1000,1.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,40,1,0.9335,0.584
1000,2.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,40,1,0.9335,0.1455
1000,0.3,MLP_svd_reconstruct_comps_10_dense_512_047,linf,40,1,0.9335,0.0007
1000,0.15,MLP_svd_reconstruct_comps_10_dense_512_047,linf,40,1,0.9335,0.1574
1000,1.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,100,1,0.9335,0.5821
1000,2.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,100,1,0.9335,0.1422
1000,0.3,MLP_svd_reconstruct_comps_10_dense_512_047,linf,100,1,0.9335,0.0011
1000,0.15,MLP_svd_reconstruct_comps_10_dense_512_047,linf,100,1,0.9335,0.1573
1000,1.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,40,10,0.9335,0.5782
1000,2.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,40,10,0.9335,0.1375
1000,0.3,MLP_svd_reconstruct_comps_10_dense_512_047,linf,40,10,0.9335,0.0004
1000,0.15,MLP_svd_reconstruct_comps_10_dense_512_047,linf,40,10,0.9335,0.1512
1000,1.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,100,10,0.9335,0.5772
1000,2.0,MLP_svd_reconstruct_comps_10_dense_512_047,l2,100,10,0.9335,0.1366
1000,0.3,MLP_svd_reconstruct_comps_10_dense_512_047,linf,100,10,0.9335,0.0005
1000,0.15,MLP_svd_reconstruct_comps_10_dense_512_047,linf,100,10,0.9335,0.1509
1000,1.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,40,1,0.9722,0.7383
1000,2.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,40,1,0.9722,0.2022
1000,0.3,MLP_svd_reconstruct_comps_20_dense_128_049,linf,40,1,0.9722,0.0007
1000,0.15,MLP_svd_reconstruct_comps_20_dense_128_049,linf,40,1,0.9722,0.2416
1000,1.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,100,1,0.9722,0.7378
1000,2.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,100,1,0.9722,0.1999
1000,0.3,MLP_svd_reconstruct_comps_20_dense_128_049,linf,100,1,0.9722,0.0006
1000,0.15,MLP_svd_reconstruct_comps_20_dense_128_049,linf,100,1,0.9722,0.241
1000,1.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,40,10,0.9722,0.7338
1000,2.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,40,10,0.9722,0.1879
1000,0.3,MLP_svd_reconstruct_comps_20_dense_128_049,linf,40,10,0.9722,0.0005
1000,0.15,MLP_svd_reconstruct_comps_20_dense_128_049,linf,40,10,0.9722,0.2303
1000,1.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,100,10,0.9722,0.7336
1000,2.0,MLP_svd_reconstruct_comps_20_dense_128_049,l2,100,10,0.9722,0.1867
1000,0.3,MLP_svd_reconstruct_comps_20_dense_128_049,linf,100,10,0.9722,0.0004
1000,0.15,MLP_svd_reconstruct_comps_20_dense_128_049,linf,100,10,0.9722,0.2301
1000,1.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,40,1,0.9776,0.7562
1000,2.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,40,1,0.9776,0.2112
1000,0.3,MLP_svd_reconstruct_comps_20_dense_256_043,linf,40,1,0.9776,0.0017
1000,0.15,MLP_svd_reconstruct_comps_20_dense_256_043,linf,40,1,0.9776,0.2464
1000,1.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,100,1,0.9776,0.7557
1000,2.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,100,1,0.9776,0.2091
1000,0.3,MLP_svd_reconstruct_comps_20_dense_256_043,linf,100,1,0.9776,0.002
1000,0.15,MLP_svd_reconstruct_comps_20_dense_256_043,linf,100,1,0.9776,0.2452
1000,1.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,40,10,0.9776,0.7526
1000,2.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,40,10,0.9776,0.2004
1000,0.3,MLP_svd_reconstruct_comps_20_dense_256_043,linf,40,10,0.9776,0.001
1000,0.15,MLP_svd_reconstruct_comps_20_dense_256_043,linf,40,10,0.9776,0.2354
1000,1.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,100,10,0.9776,0.7522
1000,2.0,MLP_svd_reconstruct_comps_20_dense_256_043,l2,100,10,0.9776,0.1993
1000,0.3,MLP_svd_reconstruct_comps_20_dense_256_043,linf,100,10,0.9776,0.0008
1000,0.15,MLP_svd_reconstruct_comps_20_dense_256_043,linf,100,10,0.9776,0.2355
1000,1.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,40,1,0.9796,0.7578
1000,2.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,40,1,0.9796,0.1911
1000,0.3,MLP_svd_reconstruct_comps_20_dense_512_036,linf,40,1,0.9796,0.0004
1000,0.15,MLP_svd_reconstruct_comps_20_dense_512_036,linf,40,1,0.9796,0.2306
1000,1.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,100,1,0.9796,0.7565
1000,2.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,100,1,0.9796,0.1913
1000,0.3,MLP_svd_reconstruct_comps_20_dense_512_036,linf,100,1,0.9796,0.0001
1000,0.15,MLP_svd_reconstruct_comps_20_dense_512_036,linf,100,1,0.9796,0.2308
1000,1.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,40,10,0.9796,0.7534
1000,2.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,40,10,0.9796,0.1803
1000,0.3,MLP_svd_reconstruct_comps_20_dense_512_036,linf,40,10,0.9796,0.0001
1000,0.15,MLP_svd_reconstruct_comps_20_dense_512_036,linf,40,10,0.9796,0.2201
1000,1.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,100,10,0.9796,0.7525
1000,2.0,MLP_svd_reconstruct_comps_20_dense_512_036,l2,100,10,0.9796,0.1786
1000,0.3,MLP_svd_reconstruct_comps_20_dense_512_036,linf,100,10,0.9796,0.0001
1000,0.15,MLP_svd_reconstruct_comps_20_dense_512_036,linf,100,10,0.9796,0.2198
1000,1.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,40,1,0.9785,0.769
1000,2.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,40,1,0.9785,0.1972
1000,0.3,MLP_svd_reconstruct_comps_30_dense_128_043,linf,40,1,0.9785,0.0
1000,0.15,MLP_svd_reconstruct_comps_30_dense_128_043,linf,40,1,0.9785,0.2194
1000,1.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,100,1,0.9785,0.7681
1000,2.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,100,1,0.9785,0.1968
1000,0.3,MLP_svd_reconstruct_comps_30_dense_128_043,linf,100,1,0.9785,0.0
1000,0.15,MLP_svd_reconstruct_comps_30_dense_128_043,linf,100,1,0.9785,0.2183
1000,1.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,40,10,0.9785,0.7643
1000,2.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,40,10,0.9785,0.1852
1000,0.3,MLP_svd_reconstruct_comps_30_dense_128_043,linf,40,10,0.9785,0.0
1000,0.15,MLP_svd_reconstruct_comps_30_dense_128_043,linf,40,10,0.9785,0.2062
1000,1.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,100,10,0.9785,0.7636
1000,2.0,MLP_svd_reconstruct_comps_30_dense_128_043,l2,100,10,0.9785,0.1825
1000,0.3,MLP_svd_reconstruct_comps_30_dense_128_043,linf,100,10,0.9785,0.0
1000,0.15,MLP_svd_reconstruct_comps_30_dense_128_043,linf,100,10,0.9785,0.2051
1000,1.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,40,1,0.9862,0.7809
1000,2.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,40,1,0.9862,0.205
1000,0.3,MLP_svd_reconstruct_comps_30_dense_256_046,linf,40,1,0.9862,0.0007
1000,0.15,MLP_svd_reconstruct_comps_30_dense_256_046,linf,40,1,0.9862,0.2367
1000,1.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,100,1,0.9862,0.7796
1000,2.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,100,1,0.9862,0.2039
1000,0.3,MLP_svd_reconstruct_comps_30_dense_256_046,linf,100,1,0.9862,0.0006
1000,0.15,MLP_svd_reconstruct_comps_30_dense_256_046,linf,100,1,0.9862,0.2356
1000,1.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,40,10,0.9862,0.7763
1000,2.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,40,10,0.9862,0.1937
1000,0.3,MLP_svd_reconstruct_comps_30_dense_256_046,linf,40,10,0.9862,0.0006
1000,0.15,MLP_svd_reconstruct_comps_30_dense_256_046,linf,40,10,0.9862,0.2248
1000,1.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,100,10,0.9862,0.7763
1000,2.0,MLP_svd_reconstruct_comps_30_dense_256_046,l2,100,10,0.9862,0.1922
1000,0.3,MLP_svd_reconstruct_comps_30_dense_256_046,linf,100,10,0.9862,0.0005
1000,0.15,MLP_svd_reconstruct_comps_30_dense_256_046,linf,100,10,0.9862,0.2245
1000,1.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,40,1,0.986,0.7924
1000,2.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,40,1,0.986,0.2157
1000,0.3,MLP_svd_reconstruct_comps_30_dense_512_032,linf,40,1,0.986,0.0008
1000,0.15,MLP_svd_reconstruct_comps_30_dense_512_032,linf,40,1,0.986,0.2477
1000,1.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,100,1,0.986,0.7922
1000,2.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,100,1,0.986,0.2132
1000,0.3,MLP_svd_reconstruct_comps_30_dense_512_032,linf,100,1,0.986,0.0008
1000,0.15,MLP_svd_reconstruct_comps_30_dense_512_032,linf,100,1,0.986,0.2476
1000,1.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,40,10,0.986,0.7887
1000,2.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,40,10,0.986,0.2044
1000,0.3,MLP_svd_reconstruct_comps_30_dense_512_032,linf,40,10,0.986,0.0003
1000,0.15,MLP_svd_reconstruct_comps_30_dense_512_032,linf,40,10,0.986,0.2393
1000,1.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,100,10,0.986,0.7878
1000,2.0,MLP_svd_reconstruct_comps_30_dense_512_032,l2,100,10,0.986,0.2027
1000,0.3,MLP_svd_reconstruct_comps_30_dense_512_032,linf,100,10,0.986,0.0005
1000,0.15,MLP_svd_reconstruct_comps_30_dense_512_032,linf,100,10,0.986,0.2386
1000,1.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,40,1,0.9834,0.7631
1000,2.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,40,1,0.9834,0.1822
1000,0.3,MLP_svd_reconstruct_comps_40_dense_128_048,linf,40,1,0.9834,0.0006
1000,0.15,MLP_svd_reconstruct_comps_40_dense_128_048,linf,40,1,0.9834,0.2
1000,1.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,100,1,0.9834,0.763
1000,2.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,100,1,0.9834,0.1815
1000,0.3,MLP_svd_reconstruct_comps_40_dense_128_048,linf,100,1,0.9834,0.001
1000,0.15,MLP_svd_reconstruct_comps_40_dense_128_048,linf,100,1,0.9834,0.1991
1000,1.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,40,10,0.9834,0.7571
1000,2.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,40,10,0.9834,0.1685
1000,0.3,MLP_svd_reconstruct_comps_40_dense_128_048,linf,40,10,0.9834,0.0003
1000,0.15,MLP_svd_reconstruct_comps_40_dense_128_048,linf,40,10,0.9834,0.1865
1000,1.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,100,10,0.9834,0.7567
1000,2.0,MLP_svd_reconstruct_comps_40_dense_128_048,l2,100,10,0.9834,0.1681
1000,0.3,MLP_svd_reconstruct_comps_40_dense_128_048,linf,100,10,0.9834,0.0003
1000,0.15,MLP_svd_reconstruct_comps_40_dense_128_048,linf,100,10,0.9834,0.1862
1000,1.0,MLP_svd_reconstruct_comps_40_dense_256_039,l2,40,1,0.988,0.7785
1000,2.0,MLP_svd_reconstruct_comps_40_dense_256_039,l2,40,1,0.988,0.1945
1000,0.3,MLP_svd_reconstruct_comps_40_dense_256_039,linf,40,1,0.988,0.0003
1000,0.15,MLP_svd_reconstruct_comps_40_dense_256_039,linf,40,1,0.988,0.2128
1000,1.0,MLP_svd_reconstruct_comps_40_dense_256_039,l2,100,1,0.988,0.7779
1000,2.0,MLP_svd_reconstruct_comps_40_dense_256_039,l2,100,1,0.988,0.1926
1000,0.3,MLP_svd_reconstruct_comps_40_dense_256_039,linf,100,1,0.988,0.0002
